"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"26.11.2019","182,54","181,21","182,91","181,21","2,93M","0,87%"
"25.11.2019","180,97","180,40","181,33","180,12","5,46M","0,84%"
"22.11.2019","179,47","180,13","180,47","178,35","6,87M","-0,23%"
"21.11.2019","179,89","181,17","181,81","179,31","5,11M","-0,97%"
"20.11.2019","181,66","182,31","183,22","180,35","6,04M","-0,61%"
"19.11.2019","182,77","180,39","182,98","180,20","8,55M","1,73%"
"18.11.2019","179,66","179,57","180,32","178,98","7,18M","-0,06%"
"15.11.2019","179,77","180,03","180,68","179,08","7,81M","0,01%"
"14.11.2019","179,75","179,00","179,77","178,06","9,81M","0,19%"
"13.11.2019","179,41","179,40","180,88","177,90","6,16M","-0,18%"
"12.11.2019","179,74","179,94","181,06","178,88","6,12M","0,11%"
"11.11.2019","179,54","178,50","180,36","178,20","3,62M","0,32%"
"08.11.2019","178,97","178,38","179,45","177,80","3,89M","0,30%"
"07.11.2019","178,43","177,35","180,65","176,85","7,23M","0,94%"
"06.11.2019","176,77","176,37","178,19","176,14","6,99M","0,23%"
"05.11.2019","176,37","179,07","179,56","175,18","7,45M","-1,44%"
"04.11.2019","178,95","182,08","182,40","178,81","7,15M","-1,09%"
"01.11.2019","180,93","180,13","181,32","179,56","7,00M","1,16%"
"31.10.2019","178,86","179,25","179,70","178,01","6,83M","-0,22%"
"30.10.2019","179,25","177,79","179,42","176,39","5,37M","0,91%"
"29.10.2019","177,63","179,80","180,00","177,37","7,57M","-1,23%"
"28.10.2019","179,84","178,93","180,18","178,35","10,09M","1,12%"
"25.10.2019","177,85","174,93","179,15","173,50","10,13M","0,96%"
"24.10.2019","176,16","173,42","176,87","173,40","8,13M","2,83%"
"23.10.2019","171,32","170,99","172,17","170,18","7,17M","0,27%"
"22.10.2019","170,86","177,00","177,79","170,78","10,18M","-3,16%"
"21.10.2019","176,43","176,00","176,73","174,61","4,93M","0,41%"
"18.10.2019","175,71","177,90","178,20","174,55","6,31M","-1,25%"
"17.10.2019","177,94","178,89","179,19","177,50","4,91M","0,04%"
"16.10.2019","177,87","177,92","178,26","176,27","6,52M","-0,49%"
"15.10.2019","178,75","178,13","179,43","177,55","4,45M","0,78%"
"14.10.2019","177,36","177,38","178,41","177,11","7,26M","0,17%"
"11.10.2019","177,06","176,87","179,20","176,85","8,95M","1,25%"
"10.10.2019","174,88","173,89","175,90","173,59","4,85M","0,00%"
"09.10.2019","174,88","174,11","175,99","173,64","6,34M","1,43%"
"08.10.2019","172,42","173,57","174,64","171,88","5,50M","-1,42%"
"07.10.2019","174,90","174,66","175,69","173,80","5,30M","-0,61%"
"04.10.2019","175,98","174,68","176,52","174,44","6,12M","1,80%"
"03.10.2019","172,87","169,91","173,14","168,63","7,35M","1,79%"
"02.10.2019","169,83","172,64","172,94","168,59","10,72M","-2,56%"
"01.10.2019","174,29","173,02","174,81","172,82","8,22M","1,33%"
"30.09.2019","172,01","174,17","175,45","172,01","16,61M","-1,14%"
"27.09.2019","174,00","176,70","176,83","172,36","9,31M","-0,94%"
"26.09.2019","175,65","175,65","176,45","174,61","10,43M","0,21%"
"25.09.2019","175,28","173,80","175,67","172,39","7,83M","0,46%"
"24.09.2019","174,48","176,11","177,20","173,40","10,43M","-0,25%"
"23.09.2019","174,91","172,90","175,25","172,79","8,84M","0,49%"
"20.09.2019","174,06","177,40","177,63","173,95","12,94M","-1,08%"
"19.09.2019","175,96","176,20","177,41","175,61","7,03M","0,38%"
"18.09.2019","175,29","177,09","177,18","172,82","9,76M","-0,66%"
"17.09.2019","176,45","176,83","178,26","175,04","5,94M","0,19%"
"16.09.2019","176,11","176,17","177,20","175,51","4,25M","-0,65%"
"13.09.2019","177,27","178,65","178,77","176,02","6,10M","-0,40%"
"12.09.2019","177,98","176,85","179,41","176,68","7,75M","1,71%"
"11.09.2019","174,98","177,40","177,93","174,45","9,11M","-0,78%"
"10.09.2019","176,35","179,41","179,70","173,81","15,26M","-2,86%"
"09.09.2019","181,55","186,92","187,05","179,51","7,29M","-2,26%"
"06.09.2019","185,74","184,74","186,71","184,55","7,99M","0,55%"
"05.09.2019","184,73","183,73","185,68","183,38","6,39M","1,63%"
"04.09.2019","181,77","180,90","182,20","180,05","4,17M","1,43%"
"03.09.2019","179,20","180,52","181,25","179,10","4,64M","-0,90%"
"30.08.2019","180,82","181,99","182,18","179,67","4,06M","-0,19%"
"29.08.2019","181,17","180,40","181,39","179,31","4,68M","1,40%"
"28.08.2019","178,67","176,99","178,99","176,03","4,41M","0,16%"
"27.08.2019","178,38","178,32","179,19","176,94","4,02M","0,44%"
"26.08.2019","177,59","176,41","177,67","175,35","7,76M","1,35%"
"23.08.2019","175,23","179,55","180,50","174,24","7,05M","-2,70%"
"22.08.2019","180,09","181,95","182,33","178,61","6,66M","-0,47%"
"21.08.2019","180,94","180,69","181,69","180,24","3,70M","0,95%"
"20.08.2019","179,24","179,43","180,63","178,49","3,79M","-0,28%"
"19.08.2019","179,74","180,42","180,42","178,12","5,29M","0,85%"
"16.08.2019","178,23","178,00","178,75","177,20","8,31M","1,11%"
"15.08.2019","176,27","174,26","177,02","173,52","6,70M","1,59%"
"14.08.2019","173,51","176,24","177,25","173,16","7,29M","-2,86%"
"13.08.2019","178,61","174,39","178,92","174,21","6,79M","1,29%"
"12.08.2019","176,34","177,44","178,65","175,60","7,39M","-1,51%"
"09.08.2019","179,05","179,67","180,10","177,85","5,37M","-0,47%"
"08.08.2019","179,90","177,46","179,95","176,57","7,60M","2,61%"
"07.08.2019","175,32","171,50","175,73","170,34","8,29M","1,65%"
"06.08.2019","172,48","171,79","172,95","170,13","10,28M","2,14%"
"05.08.2019","168,86","172,01","173,50","166,97","16,86M","-4,82%"
"02.08.2019","177,42","178,00","178,27","174,69","8,26M","-0,98%"
"01.08.2019","179,17","179,19","182,40","178,17","8,42M","0,66%"
"31.07.2019","178,00","181,79","182,05","176,06","7,98M","-1,94%"
"30.07.2019","181,53","182,54","183,38","181,27","5,24M","-0,92%"
"29.07.2019","183,21","183,89","184,07","182,73","4,62M","-0,26%"
"26.07.2019","183,69","182,41","183,82","182,21","5,06M","1,16%"
"25.07.2019","181,59","183,87","183,99","181,30","6,09M","-0,95%"
"24.07.2019","183,33","180,79","183,43","179,25","8,17M","1,34%"
"23.07.2019","180,90","180,89","181,27","179,06","7,19M","0,18%"
"22.07.2019","180,57","179,64","180,98","179,14","4,86M","0,74%"
"19.07.2019","179,24","181,84","181,84","179,14","5,33M","-0,71%"
"18.07.2019","180,53","178,63","180,62","178,58","4,74M","0,77%"
"17.07.2019","179,15","179,56","180,21","179,01","3,99M","-0,09%"
"16.07.2019","179,31","180,37","180,88","178,73","6,80M","-0,70%"
"15.07.2019","180,57","180,56","181,07","179,94","4,49M","0,13%"
"12.07.2019","180,33","181,35","181,35","178,92","7,20M","-0,23%"
"11.07.2019","180,74","180,12","180,94","179,46","6,99M","0,80%"
"10.07.2019","179,31","178,58","180,26","178,58","5,11M","0,89%"
"09.07.2019","177,73","175,43","177,89","175,30","4,89M","0,87%"
"08.07.2019","176,19","176,30","176,61","175,40","6,72M","-0,27%"
"05.07.2019","176,66","175,86","177,03","174,51","5,84M","-0,12%"
"03.07.2019","176,87","176,00","176,99","175,72","4,07M","0,91%"
"02.07.2019","175,28","174,10","175,32","173,30","5,24M","0,77%"
"01.07.2019","173,94","175,33","175,54","172,74","6,12M","0,22%"
"28.06.2019","173,55","171,96","173,55","170,52","8,44M","1,35%"
"27.06.2019","171,23","172,12","172,40","170,32","5,87M","0,10%"
"26.06.2019","171,06","171,39","172,39","170,82","7,13M","-0,13%"
"25.06.2019","171,28","174,81","174,94","170,59","9,90M","-1,48%"
"24.06.2019","173,85","174,60","174,73","172,72","5,55M","0,24%"
"21.06.2019","173,44","173,27","174,81","173,16","11,73M","-0,17%"
"20.06.2019","173,74","172,51","173,94","171,75","11,47M","1,79%"
"19.06.2019","170,69","169,39","171,20","169,21","6,32M","0,83%"
"18.06.2019","169,28","170,65","170,67","167,55","6,97M","-0,17%"
"17.06.2019","169,56","169,73","170,42","169,03","6,41M","-0,06%"
"14.06.2019","169,66","169,77","170,64","168,84","5,00M","0,18%"
"13.06.2019","169,35","172,14","172,20","168,72","6,90M","-1,31%"
"12.06.2019","171,59","170,38","171,62","169,70","6,77M","0,75%"
"11.06.2019","170,31","171,95","172,18","168,42","6,08M","-0,30%"
"10.06.2019","170,82","171,84","172,02","170,51","7,57M","0,45%"
"07.06.2019","170,05","168,00","171,61","167,80","10,53M","1,88%"
"06.06.2019","166,92","165,88","167,40","164,94","13,74M","0,93%"
"05.06.2019","165,39","163,50","165,40","162,69","7,77M","1,89%"
"04.06.2019","162,33","160,29","162,37","158,65","6,68M","2,35%"
"03.06.2019","158,60","161,54","162,83","156,75","8,03M","-1,69%"
"31.05.2019","161,33","160,91","162,13","160,56","5,08M","-0,88%"
"30.05.2019","162,76","162,80","163,50","161,94","4,75M","0,02%"
"29.05.2019","162,73","163,30","163,50","161,48","6,46M","-0,60%"
"28.05.2019","163,71","163,40","165,77","163,33","10,20M","0,66%"
"24.05.2019","162,64","162,75","163,41","161,72","4,11M","0,70%"
"23.05.2019","161,51","163,50","164,25","160,82","6,14M","-1,66%"
"22.05.2019","164,24","163,60","165,63","163,45","5,42M","0,23%"
"21.05.2019","163,86","164,58","164,86","163,19","9,10M","0,24%"
"20.05.2019","163,47","163,35","164,74","162,33","4,75M","-0,38%"
"17.05.2019","164,09","163,29","165,20","163,20","4,58M","-0,47%"
"16.05.2019","164,87","163,45","165,60","162,86","9,75M","1,28%"
"15.05.2019","162,79","159,32","163,16","159,10","7,55M","1,61%"
"14.05.2019","160,21","158,10","161,52","157,94","9,76M","1,83%"
"13.05.2019","157,33","157,19","158,72","156,42","9,73M","-2,10%"
"10.05.2019","160,71","158,86","161,40","157,27","5,19M","0,56%"
"09.05.2019","159,81","158,86","159,85","157,17","6,81M","-0,59%"
"08.05.2019","160,76","159,77","161,70","159,52","5,45M","0,34%"
"07.05.2019","160,21","160,95","161,78","158,68","6,41M","-1,28%"
"06.05.2019","162,28","158,21","162,65","158,20","10,44M","0,15%"
"03.05.2019","162,04","162,30","162,74","161,18","4,32M","0,57%"
"02.05.2019","161,12","162,10","163,08","160,43","6,05M","-1,03%"
"01.05.2019","162,79","165,54","165,74","162,75","5,25M","-1,00%"
"30.04.2019","164,43","164,98","165,70","163,92","6,43M","0,17%"
"29.04.2019","164,15","163,21","164,50","163,10","10,00M","0,75%"
"26.04.2019","162,93","161,26","163,03","160,40","7,53M","1,19%"
"25.04.2019","161,02","160,52","161,60","158,55","8,86M","-0,29%"
"24.04.2019","161,49","161,75","162,03","160,65","7,38M","-0,11%"
"23.04.2019","161,66","161,00","161,88","159,87","6,52M","0,79%"
"22.04.2019","160,40","159,20","160,48","159,07","4,60M","0,15%"
"18.04.2019","160,16","160,93","161,10","159,00","7,86M","-0,17%"
"17.04.2019","160,44","160,87","161,07","160,31","4,61M","0,13%"
"16.04.2019","160,23","161,04","161,10","159,55","6,02M","-0,13%"
"15.04.2019","160,44","159,83","160,48","159,19","8,14M","0,50%"
"12.04.2019","159,64","158,71","159,64","157,86","6,75M","1,13%"
"11.04.2019","157,86","159,11","159,30","157,44","5,77M","-0,44%"
"10.04.2019","158,56","157,99","158,78","157,52","3,92M","0,68%"
"09.04.2019","157,49","156,56","157,99","156,47","6,36M","-0,16%"
"08.04.2019","157,75","157,55","157,85","156,32","5,60M","0,06%"
"05.04.2019","157,65","158,00","158,63","157,23","4,18M","0,01%"
"04.04.2019","157,64","158,53","158,69","156,53","5,10M","-0,52%"
"03.04.2019","158,46","158,55","159,11","157,85","8,21M","0,43%"
"02.04.2019","157,78","157,66","158,15","156,75","6,22M","0,33%"
"01.04.2019","157,26","157,53","157,73","156,55","6,42M","0,69%"
"29.03.2019","156,19","155,73","156,29","154,93","12,16M","0,98%"
"28.03.2019","154,67","154,93","155,08","153,61","16,90M","0,29%"
"27.03.2019","154,22","155,47","155,86","153,36","12,25M","-0,70%"
"26.03.2019","155,30","153,77","155,60","153,77","15,59M","1,48%"
"25.03.2019","153,03","152,36","154,06","151,54","7,57M","-0,03%"
"22.03.2019","153,07","154,99","155,68","152,85","8,12M","-1,75%"
"21.03.2019","155,80","153,32","156,68","153,31","7,03M","1,33%"
"20.03.2019","153,75","154,34","154,87","152,71","6,39M","-0,54%"
"19.03.2019","154,59","155,95","155,95","154,14","9,24M","-0,24%"
"18.03.2019","154,96","155,92","156,41","154,42","9,69M","-0,32%"
"15.03.2019","155,46","153,72","156,82","153,36","20,16M","0,82%"
"14.03.2019","154,20","152,56","154,69","152,30","9,36M","1,13%"
"13.03.2019","152,47","152,30","154,04","152,04","8,31M","0,49%"
"12.03.2019","151,73","151,00","153,14","150,87","9,47M","0,70%"
"11.03.2019","150,67","148,11","150,97","148,02","9,36M","2,25%"
"08.03.2019","147,35","145,44","147,48","144,50","5,17M","0,35%"
"07.03.2019","146,83","147,26","147,81","146,04","8,76M","-0,66%"
"06.03.2019","147,81","148,00","148,52","147,42","8,19M","-0,09%"
"05.03.2019","147,95","148,00","149,29","147,83","9,68M","-0,01%"
"04.03.2019","147,96","150,07","150,19","146,95","6,98M","-1,01%"
"01.03.2019","149,47","149,46","149,93","148,38","7,02M","0,91%"
"28.02.2019","148,12","147,26","148,82","147,23","6,25M","0,61%"
"27.02.2019","147,22","146,50","147,49","145,92","9,73M","0,12%"
"26.02.2019","147,04","145,20","147,40","145,02","7,33M","0,67%"
"25.02.2019","146,06","146,91","147,20","145,81","9,73M","0,13%"
"22.02.2019","145,87","144,42","146,28","144,42","9,68M","1,30%"
"21.02.2019","144,00","144,35","145,03","143,18","8,57M","-0,50%"
"20.02.2019","144,73","144,35","144,84","143,52","5,28M","0,20%"
"19.02.2019","144,44","144,42","144,88","144,02","8,41M","-0,32%"
"15.02.2019","144,91","144,55","144,91","143,81","6,54M","1,22%"
"14.02.2019","143,16","142,98","143,48","142,40","6,31M","-0,23%"
"13.02.2019","143,49","142,89","144,70","142,87","6,89M","1,06%"
"12.02.2019","141,99","141,79","142,80","141,25","6,09M","0,85%"
"11.02.2019","140,80","141,26","142,29","140,45","7,60M","0,30%"
"08.02.2019","140,38","138,69","140,40","138,52","5,95M","0,15%"
"07.02.2019","140,17","139,92","141,06","139,21","10,68M","-0,93%"
"06.02.2019","141,49","141,96","142,42","141,05","6,15M","-0,73%"
"05.02.2019","142,53","142,00","142,94","141,83","8,46M","0,73%"
"04.02.2019","141,50","139,79","141,52","139,18","11,88M","0,96%"
"01.02.2019","140,15","135,39","140,35","135,26","13,25M","3,81%"
"31.01.2019","135,01","134,39","135,73","133,30","20,10M","-1,88%"
"30.01.2019","137,60","136,10","137,90","135,51","8,08M","1,93%"
"29.01.2019","135,00","136,59","136,69","134,11","7,46M","-0,73%"
"28.01.2019","135,99","137,51","137,51","134,81","9,86M","-1,93%"
"25.01.2019","138,67","139,00","139,90","137,97","9,76M","0,70%"
"24.01.2019","137,70","137,11","138,32","136,52","4,93M","0,50%"
"23.01.2019","137,01","138,77","138,98","136,15","5,47M","-0,75%"
"22.01.2019","138,05","137,90","139,52","136,97","8,10M","-0,32%"
"18.01.2019","138,50","138,31","138,60","136,64","10,26M","0,89%"
"17.01.2019","137,28","136,97","137,91","136,59","5,86M","-0,04%"
"16.01.2019","137,34","138,40","138,87","137,07","7,26M","0,00%"
"15.01.2019","137,34","136,96","137,72","135,25","7,59M","0,18%"
"14.01.2019","137,10","136,99","138,13","136,65","8,67M","-0,70%"
"11.01.2019","138,06","137,75","138,60","137,41","5,86M","-0,44%"
"10.01.2019","138,67","136,81","138,82","136,36","12,51M","0,19%"
"09.01.2019","138,41","138,30","139,48","137,62","9,99M","1,18%"
"08.01.2019","136,80","137,97","138,19","135,96","9,24M","0,54%"
"07.01.2019","136,06","134,45","137,17","134,04","12,93M","1,80%"
"04.01.2019","133,65","130,44","134,59","130,13","11,07M","4,31%"
"03.01.2019","128,13","131,21","131,28","127,88","9,43M","-3,60%"
"02.01.2019","132,92","130,00","133,74","129,60","8,79M","0,74%"
"31.12.2018","131,94","131,68","132,44","130,23","7,98M","0,76%"
"28.12.2018","130,94","133,08","133,62","129,66","7,38M","-0,81%"
"27.12.2018","132,01","127,99","132,01","126,52","10,88M","1,37%"
"26.12.2018","130,23","123,02","130,24","123,00","13,50M","6,98%"
"24.12.2018","121,73","122,08","125,21","121,60","8,62M","-2,04%"
"21.12.2018","124,26","127,18","130,33","122,95","25,45M","-3,49%"
"20.12.2018","128,76","130,16","132,01","127,15","18,09M","-1,90%"
"19.12.2018","131,26","132,93","135,87","129,52","13,82M","-1,06%"
"18.12.2018","132,66","132,29","134,17","131,80","12,76M","0,96%"
"17.12.2018","131,40","134,21","134,43","130,69","11,80M","-2,73%"
"14.12.2018","135,09","135,69","136,72","134,55","9,35M","-1,78%"
"13.12.2018","137,54","138,30","139,13","136,15","8,78M","-0,19%"
"12.12.2018","137,80","139,30","140,88","137,75","10,39M","0,72%"
"11.12.2018","136,81","139,94","140,05","135,92","12,47M","-0,78%"
"10.12.2018","137,88","136,25","138,27","134,86","15,74M","0,56%"
"07.12.2018","137,11","140,82","142,13","135,99","14,01M","-2,79%"
"06.12.2018","141,05","135,04","141,11","133,48","16,39M","1,74%"
"04.12.2018","138,64","143,13","144,35","138,50","13,99M","-4,39%"
"03.12.2018","145,00","145,00","145,72","143,85","11,28M","2,32%"
"30.11.2018","141,71","139,01","142,26","138,63","11,36M","1,88%"
"29.11.2018","139,10","140,69","140,70","138,71","8,75M","-1,61%"
"28.11.2018","141,38","137,07","141,54","136,87","11,27M","4,02%"
"27.11.2018","135,91","135,28","136,31","134,12","7,88M","-0,02%"
"26.11.2018","135,94","134,60","136,52","134,25","9,14M","2,31%"
"23.11.2018","132,87","132,59","134,25","132,49","3,68M","-1,15%"
"21.11.2018","134,42","134,36","135,78","133,63","7,42M","0,79%"
"20.11.2018","133,37","130,31","134,53","129,54","12,72M","-1,03%"
"19.11.2018","134,76","140,47","140,57","134,25","16,25M","-3,87%"
"16.11.2018","140,18","140,42","141,84","139,92","8,63M","-1,17%"
"15.11.2018","141,84","138,85","141,91","137,93","8,56M","1,68%"
"14.11.2018","139,49","142,02","142,60","138,41","6,61M","-0,16%"
"13.11.2018","139,72","140,35","141,90","139,01","6,29M","0,00%"
"12.11.2018","139,72","143,42","143,64","139,17","11,34M","-2,93%"
"09.11.2018","143,93","144,20","144,57","142,36","8,34M","-0,90%"
"08.11.2018","145,23","144,60","145,46","143,65","5,93M","0,31%"
"07.11.2018","144,78","142,34","144,90","142,32","20,50M","2,83%"
"06.11.2018","140,79","139,80","140,91","139,72","4,73M","0,71%"
"05.11.2018","139,80","139,80","140,21","138,07","6,28M","0,01%"
"02.11.2018","139,78","141,11","141,45","137,85","17,06M","-0,75%"
"01.11.2018","140,83","139,00","140,87","137,49","16,02M","2,16%"
"31.10.2018","137,85","134,99","139,12","134,99","13,21M","3,83%"
"30.10.2018","132,76","133,08","134,86","129,79","15,11M","-1,17%"
"29.10.2018","134,33","139,61","141,51","132,27","12,77M","-2,48%"
"26.10.2018","137,74","137,98","139,87","136,06","12,03M","-1,98%"
"25.10.2018","140,52","135,45","140,90","132,50","14,99M","4,66%"
"24.10.2018","134,26","139,70","140,18","134,00","13,85M","-3,49%"
"23.10.2018","139,12","136,89","140,04","135,59","10,74M","-1,08%"
"22.10.2018","140,64","140,97","141,54","139,51","6,10M","0,40%"
"19.10.2018","140,08","139,90","142,19","139,38","8,70M","0,57%"
"18.10.2018","139,29","142,46","142,46","137,95","10,22M","-2,22%"
"17.10.2018","142,45","142,34","142,86","140,73","9,17M","0,50%"
"16.10.2018","141,74","138,71","142,14","138,68","11,06M","3,29%"
"15.10.2018","137,23","139,90","140,06","137,22","7,95M","-2,02%"
"12.10.2018","140,06","138,48","140,98","137,43","12,99M","4,73%"
"11.10.2018","133,73","134,09","137,24","132,26","15,66M","-1,32%"
"10.10.2018","135,52","142,57","142,69","135,21","15,45M","-4,77%"
"09.10.2018","142,31","141,46","143,29","141,12","10,80M","0,30%"
"08.10.2018","141,89","145,01","145,01","140,18","11,64M","-2,39%"
"05.10.2018","145,36","146,64","147,41","144,40","7,09M","-0,95%"
"04.10.2018","146,76","149,18","149,28","146,10","9,21M","-1,75%"
"03.10.2018","149,37","150,71","150,71","149,19","7,52M","-0,20%"
"02.10.2018","149,67","150,84","150,84","149,17","8,05M","-0,74%"
"01.10.2018","150,79","150,89","151,56","150,61","9,80M","0,47%"
"28.09.2018","150,09","149,81","150,37","149,55","6,04M","0,05%"
"27.09.2018","150,02","149,90","150,64","149,56","5,87M","0,50%"
"26.09.2018","149,27","150,00","150,42","149,04","5,85M","-0,21%"
"25.09.2018","149,58","149,71","149,96","149,10","4,23M","0,32%"
"24.09.2018","149,11","149,16","149,65","147,27","6,71M","-0,63%"
"21.09.2018","150,05","149,95","150,26","149,35","15,63M","0,54%"
"20.09.2018","149,24","147,99","149,49","147,20","7,17M","1,23%"
"19.09.2018","147,42","148,28","148,82","147,25","7,43M","-0,14%"
"18.09.2018","147,63","146,20","148,09","145,95","5,69M","0,99%"
"17.09.2018","146,18","147,83","147,90","145,83","7,71M","-1,12%"
"14.09.2018","147,84","147,91","148,37","147,35","4,93M","0,14%"
"13.09.2018","147,63","147,15","148,06","147,09","5,80M","0,72%"
